,epoch_4
adjunct_island,0.465
anaphor_gender_agreement,0.619
anaphor_number_agreement,0.552
animate_subject_passive,0.538
animate_subject_trans,0.508
causative,0.46
complex_NP_island,0.536
coordinate_structure_constraint_complex_left_branch,0.4
coordinate_structure_constraint_object_extraction,0.517
determiner_noun_agreement_1,0.517
determiner_noun_agreement_2,0.487
determiner_noun_agreement_irregular_1,0.527
determiner_noun_agreement_irregular_2,0.523
determiner_noun_agreement_with_adj_2,0.477
determiner_noun_agreement_with_adj_irregular_1,0.547
determiner_noun_agreement_with_adj_irregular_2,0.54
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.508
distractor_agreement_relative_clause,0.534
drop_argument,0.478
ellipsis_n_bar_1,0.388
ellipsis_n_bar_2,0.328
existential_there_object_raising,0.679
existential_there_quantifiers_1,0.743
existential_there_quantifiers_2,0.517
existential_there_subject_raising,0.593
expletive_it_object_raising,0.638
inchoative,0.326
intransitive,0.314
irregular_past_participle_adjectives,0.727
irregular_past_participle_verbs,0.549
irregular_plural_subject_verb_agreement_1,0.526
irregular_plural_subject_verb_agreement_2,0.482
left_branch_island_echo_question,0.537
left_branch_island_simple_question,0.392
matrix_question_npi_licensor_present,0.091
npi_present_1,0.211
npi_present_2,0.224
only_npi_licensor_present,0.525
only_npi_scope,0.608
passive_1,0.621
passive_2,0.6
principle_A_c_command,0.36
principle_A_case_1,0.999
principle_A_case_2,0.457
principle_A_domain_1,0.999
principle_A_domain_2,0.466
principle_A_domain_3,0.513
principle_A_reconstruction,0.375
regular_plural_subject_verb_agreement_1,0.423
regular_plural_subject_verb_agreement_2,0.469
sentential_negation_npi_licensor_present,0.991
sentential_negation_npi_scope,0.438
sentential_subject_island,0.512
superlative_quantifiers_1,0.508
superlative_quantifiers_2,0.162
tough_vs_raising_1,0.47
tough_vs_raising_2,0.595
transitive,0.619
wh_island,0.891
wh_questions_object_gap,0.729
wh_questions_subject_gap,0.95
wh_questions_subject_gap_long_distance,0.894
wh_vs_that_no_gap,0.994
wh_vs_that_no_gap_long_distance,0.985
wh_vs_that_with_gap,0.007
wh_vs_that_with_gap_long_distance,0.02
