,epoch_5
adjunct_island,0.566
anaphor_gender_agreement,0.661
anaphor_number_agreement,0.511
animate_subject_passive,0.592
animate_subject_trans,0.464
causative,0.412
complex_NP_island,0.485
coordinate_structure_constraint_complex_left_branch,0.61
coordinate_structure_constraint_object_extraction,0.457
determiner_noun_agreement_1,0.516
determiner_noun_agreement_2,0.492
determiner_noun_agreement_irregular_1,0.521
determiner_noun_agreement_irregular_2,0.526
determiner_noun_agreement_with_adj_2,0.474
determiner_noun_agreement_with_adj_irregular_1,0.518
determiner_noun_agreement_with_adj_irregular_2,0.536
determiner_noun_agreement_with_adjective_1,0.518
distractor_agreement_relational_noun,0.469
distractor_agreement_relative_clause,0.518
drop_argument,0.454
ellipsis_n_bar_1,0.347
ellipsis_n_bar_2,0.304
existential_there_object_raising,0.674
existential_there_quantifiers_1,0.747
existential_there_quantifiers_2,0.746
existential_there_subject_raising,0.561
expletive_it_object_raising,0.618
inchoative,0.325
intransitive,0.372
irregular_past_participle_adjectives,0.193
irregular_past_participle_verbs,0.678
irregular_plural_subject_verb_agreement_1,0.525
irregular_plural_subject_verb_agreement_2,0.507
left_branch_island_echo_question,0.698
left_branch_island_simple_question,0.602
matrix_question_npi_licensor_present,0.081
npi_present_1,0.394
npi_present_2,0.318
only_npi_licensor_present,0.978
only_npi_scope,0.663
passive_1,0.601
passive_2,0.591
principle_A_c_command,0.588
principle_A_case_1,1.0
principle_A_case_2,0.453
principle_A_domain_1,1.0
principle_A_domain_2,0.484
principle_A_domain_3,0.517
principle_A_reconstruction,0.362
regular_plural_subject_verb_agreement_1,0.443
regular_plural_subject_verb_agreement_2,0.473
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.562
sentential_subject_island,0.458
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.37
tough_vs_raising_1,0.439
tough_vs_raising_2,0.611
transitive,0.614
wh_island,0.858
wh_questions_object_gap,0.833
wh_questions_subject_gap,0.992
wh_questions_subject_gap_long_distance,0.978
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.0
wh_vs_that_with_gap_long_distance,0.002
