,epoch_5
adjunct_island,0.5
anaphor_gender_agreement,0.658
anaphor_number_agreement,0.558
animate_subject_passive,0.562
animate_subject_trans,0.481
causative,0.455
complex_NP_island,0.545
coordinate_structure_constraint_complex_left_branch,0.343
coordinate_structure_constraint_object_extraction,0.514
determiner_noun_agreement_1,0.531
determiner_noun_agreement_2,0.488
determiner_noun_agreement_irregular_1,0.517
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.475
determiner_noun_agreement_with_adj_irregular_1,0.534
determiner_noun_agreement_with_adj_irregular_2,0.539
determiner_noun_agreement_with_adjective_1,0.499
distractor_agreement_relational_noun,0.491
distractor_agreement_relative_clause,0.533
drop_argument,0.456
ellipsis_n_bar_1,0.372
ellipsis_n_bar_2,0.326
existential_there_object_raising,0.705
existential_there_quantifiers_1,0.716
existential_there_quantifiers_2,0.462
existential_there_subject_raising,0.607
expletive_it_object_raising,0.657
inchoative,0.326
intransitive,0.313
irregular_past_participle_adjectives,0.671
irregular_past_participle_verbs,0.555
irregular_plural_subject_verb_agreement_1,0.52
irregular_plural_subject_verb_agreement_2,0.497
left_branch_island_echo_question,0.594
left_branch_island_simple_question,0.343
matrix_question_npi_licensor_present,0.07
npi_present_1,0.216
npi_present_2,0.243
only_npi_licensor_present,0.745
only_npi_scope,0.628
passive_1,0.622
passive_2,0.598
principle_A_c_command,0.404
principle_A_case_1,1.0
principle_A_case_2,0.453
principle_A_domain_1,1.0
principle_A_domain_2,0.459
principle_A_domain_3,0.523
principle_A_reconstruction,0.307
regular_plural_subject_verb_agreement_1,0.444
regular_plural_subject_verb_agreement_2,0.466
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.408
sentential_subject_island,0.507
superlative_quantifiers_1,0.504
superlative_quantifiers_2,0.167
tough_vs_raising_1,0.478
tough_vs_raising_2,0.588
transitive,0.621
wh_island,0.94
wh_questions_object_gap,0.781
wh_questions_subject_gap,0.977
wh_questions_subject_gap_long_distance,0.947
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.001
wh_vs_that_with_gap_long_distance,0.005
