,epoch_0
adjunct_island,0.423
adv_order,0.501
anaphor_gender_agreement,0.541
anaphor_number_agreement,0.48
center_embedding_double_1,0.533
center_embedding_double_2,0.481
center_embedding_single_1,0.165
center_embedding_single_2,0.696
complex_np_island,0.476
coordinate_structure_constrain_object_extraction,0.38
determiner_noun_agreement_1,0.525
determiner_noun_agreement_2,0.483
determiner_noun_agreement_adj_1,0.479
determiner_noun_agreement_adj_2,0.47
ellipsis,0.227
green_ideas,0.563
intransitive,0.423
left_branch_island_simple_question,0.484
matrix_question_npi_licensor_present,0.543
npi_present,0.467
only_npi_licensor_present,0.999
only_npi_scope,0.935
pp_order,0.421
principle_A_c_command,0.501
principle_A_domain_1,0.632
principle_A_domain_2,0.503
principle_A_domain_3,0.501
recursion_intensifier_adj_long,0.93
recursion_intensifier_adj_medium,0.979
recursion_intensifier_adj_short,0.993
recursion_intensifier_adv_long,0.08
recursion_intensifier_adv_medium,0.018
recursion_intensifier_adv_short,0.011
recursion_poss_ditransitive_long,0.492
recursion_poss_ditransitive_medium,0.529
recursion_poss_ditransitive_short,0.618
recursion_poss_transitive_long,0.565
recursion_poss_transitive_medium,0.473
recursion_poss_transitive_short,0.293
recursion_pp_is_long,0.033
recursion_pp_is_medium,0.082
recursion_pp_is_short,0.411
recursion_pp_verb_long,0.517
recursion_pp_verb_medium,0.74
recursion_pp_verb_short,0.847
sentential_negation_npi_licensor_present,0.698
sentential_negation_npi_scope,0.213
subj_aux_agreement_question_vary_aux,0.509
subj_aux_agreement_question_vary_subj,0.49
subj_aux_vary_subj,0.524
subj_aux_vary_verb,0.531
subj_aux_vary_verb_pp,0.468
subj_aux_vary_verb_rc,0.475
subj_verb_vary_verb,0.428
svo_vos,0.443
swapped_ditransitive_1,0.479
swapped_ditransitive_2,0.382
transitive,0.649
wh_island,0.55
wh_questions_object_gap,0.398
wh_questions_object_gap_long_distance,0.401
wh_questions_subject_gap,0.577
wh_questions_subject_gap_long_distance,0.67
wh_vs_that_no_gap,0.715
wh_vs_that_no_gap_long_distance,0.771
wh_vs_that_with_gap,0.706
wh_vs_that_with_gap_long_distance,0.686
