,epoch_5
adjunct_island,0.522
adv_order,0.619
anaphor_gender_agreement,0.504
anaphor_number_agreement,0.511
center_embedding_double_1,0.377
center_embedding_double_2,0.893
center_embedding_single_1,0.298
center_embedding_single_2,0.949
complex_np_island,0.503
coordinate_structure_constrain_object_extraction,0.317
determiner_noun_agreement_1,0.523
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.602
ellipsis,0.235
green_ideas,0.524
intransitive,0.461
left_branch_island_simple_question,0.392
matrix_question_npi_licensor_present,0.727
npi_present,0.243
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.632
principle_A_c_command,0.502
principle_A_domain_1,0.994
principle_A_domain_2,0.479
principle_A_domain_3,0.472
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.582
recursion_poss_ditransitive_medium,0.587
recursion_poss_ditransitive_short,0.609
recursion_poss_transitive_long,0.643
recursion_poss_transitive_medium,0.729
recursion_poss_transitive_short,0.903
recursion_pp_is_long,0.803
recursion_pp_is_medium,0.58
recursion_pp_is_short,0.341
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.103
recursion_pp_verb_short,0.84
sentential_negation_npi_licensor_present,0.833
sentential_negation_npi_scope,0.17
subj_aux_agreement_question_vary_aux,0.525
subj_aux_agreement_question_vary_subj,0.48
subj_aux_vary_subj,0.516
subj_aux_vary_verb,0.449
subj_aux_vary_verb_pp,0.503
subj_aux_vary_verb_rc,0.512
subj_verb_vary_verb,0.396
svo_vos,0.228
swapped_ditransitive_1,0.845
swapped_ditransitive_2,0.651
transitive,0.761
wh_island,0.84
wh_questions_object_gap,0.175
wh_questions_object_gap_long_distance,0.138
wh_questions_subject_gap,0.69
wh_questions_subject_gap_long_distance,0.707
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.995
wh_vs_that_with_gap,0.344
wh_vs_that_with_gap_long_distance,0.574
