,epoch_4
adjunct_island,0.545
adv_order,0.473
anaphor_gender_agreement,0.516
anaphor_number_agreement,0.442
center_embedding_double_1,0.41
center_embedding_double_2,0.797
center_embedding_single_1,0.248
center_embedding_single_2,0.924
complex_np_island,0.555
coordinate_structure_constrain_object_extraction,0.171
determiner_noun_agreement_1,0.473
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.602
ellipsis,0.126
green_ideas,0.457
intransitive,0.448
left_branch_island_simple_question,0.48
matrix_question_npi_licensor_present,0.834
npi_present,0.241
only_npi_licensor_present,1.0
only_npi_scope,0.998
pp_order,0.462
principle_A_c_command,0.458
principle_A_domain_1,1.0
principle_A_domain_2,0.492
principle_A_domain_3,0.509
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.628
recursion_poss_ditransitive_medium,0.632
recursion_poss_ditransitive_short,0.628
recursion_poss_transitive_long,0.849
recursion_poss_transitive_medium,0.901
recursion_poss_transitive_short,0.978
recursion_pp_is_long,0.045
recursion_pp_is_medium,0.044
recursion_pp_is_short,0.088
recursion_pp_verb_long,0.997
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.578
sentential_negation_npi_scope,0.305
subj_aux_agreement_question_vary_aux,0.533
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.525
subj_aux_vary_verb,0.492
subj_aux_vary_verb_pp,0.524
subj_aux_vary_verb_rc,0.518
subj_verb_vary_verb,0.387
svo_vos,0.231
swapped_ditransitive_1,0.802
swapped_ditransitive_2,0.573
transitive,0.752
wh_island,1.0
wh_questions_object_gap,0.366
wh_questions_object_gap_long_distance,0.316
wh_questions_subject_gap,0.758
wh_questions_subject_gap_long_distance,0.778
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.253
wh_vs_that_with_gap_long_distance,0.432
