,epoch_9
adjunct_island,0.794
adv_order,0.946
anaphor_gender_agreement,0.852
anaphor_number_agreement,0.834
center_embedding_double_1,0.366
center_embedding_double_2,0.945
center_embedding_single_1,0.416
center_embedding_single_2,0.922
complex_np_island,0.29
coordinate_structure_constrain_object_extraction,0.661
determiner_noun_agreement_1,0.972
determiner_noun_agreement_2,0.981
determiner_noun_agreement_adj_1,0.937
determiner_noun_agreement_adj_2,0.956
ellipsis,0.725
green_ideas,0.652
intransitive,0.619
left_branch_island_simple_question,0.753
matrix_question_npi_licensor_present,0.553
npi_present,0.634
only_npi_licensor_present,1.0
only_npi_scope,0.954
pp_order,0.814
principle_A_c_command,0.253
principle_A_domain_1,1.0
principle_A_domain_2,0.816
principle_A_domain_3,0.561
recursion_intensifier_adj_long,0.923
recursion_intensifier_adj_medium,0.99
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.279
recursion_intensifier_adv_medium,0.163
recursion_intensifier_adv_short,0.089
recursion_poss_ditransitive_long,0.369
recursion_poss_ditransitive_medium,0.566
recursion_poss_ditransitive_short,0.863
recursion_poss_transitive_long,1.0
recursion_poss_transitive_medium,0.999
recursion_poss_transitive_short,0.996
recursion_pp_is_long,0.679
recursion_pp_is_medium,0.814
recursion_pp_is_short,0.919
recursion_pp_verb_long,0.658
recursion_pp_verb_medium,0.774
recursion_pp_verb_short,0.877
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.509
subj_aux_agreement_question_vary_aux,0.53
subj_aux_agreement_question_vary_subj,0.63
subj_aux_vary_subj,0.864
subj_aux_vary_verb,0.792
subj_aux_vary_verb_pp,0.462
subj_aux_vary_verb_rc,0.42
subj_verb_vary_verb,0.557
svo_vos,0.73
swapped_ditransitive_1,0.953
swapped_ditransitive_2,0.857
transitive,0.945
wh_island,0.793
wh_questions_object_gap,0.603
wh_questions_object_gap_long_distance,0.564
wh_questions_subject_gap,0.89
wh_questions_subject_gap_long_distance,0.841
wh_vs_that_no_gap,0.988
wh_vs_that_no_gap_long_distance,0.969
wh_vs_that_with_gap,0.427
wh_vs_that_with_gap_long_distance,0.09
