,epoch_4
adjunct_island,0.54
adv_order,0.47
anaphor_gender_agreement,0.516
anaphor_number_agreement,0.442
center_embedding_double_1,0.412
center_embedding_double_2,0.795
center_embedding_single_1,0.246
center_embedding_single_2,0.924
complex_np_island,0.55
coordinate_structure_constrain_object_extraction,0.171
determiner_noun_agreement_1,0.475
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.602
ellipsis,0.124
green_ideas,0.455
intransitive,0.453
left_branch_island_simple_question,0.486
matrix_question_npi_licensor_present,0.835
npi_present,0.227
only_npi_licensor_present,1.0
only_npi_scope,0.998
pp_order,0.46
principle_A_c_command,0.469
principle_A_domain_1,1.0
principle_A_domain_2,0.493
principle_A_domain_3,0.503
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.631
recursion_poss_ditransitive_medium,0.636
recursion_poss_ditransitive_short,0.628
recursion_poss_transitive_long,0.844
recursion_poss_transitive_medium,0.891
recursion_poss_transitive_short,0.976
recursion_pp_is_long,0.046
recursion_pp_is_medium,0.043
recursion_pp_is_short,0.091
recursion_pp_verb_long,0.997
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.576
sentential_negation_npi_scope,0.305
subj_aux_agreement_question_vary_aux,0.534
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.519
subj_aux_vary_verb,0.492
subj_aux_vary_verb_pp,0.521
subj_aux_vary_verb_rc,0.517
subj_verb_vary_verb,0.388
svo_vos,0.228
swapped_ditransitive_1,0.803
swapped_ditransitive_2,0.578
transitive,0.754
wh_island,1.0
wh_questions_object_gap,0.359
wh_questions_object_gap_long_distance,0.31
wh_questions_subject_gap,0.762
wh_questions_subject_gap_long_distance,0.779
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.26
wh_vs_that_with_gap_long_distance,0.437
