,epoch_7
adjunct_island,0.555
adv_order,0.618
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.486
center_embedding_double_1,0.383
center_embedding_double_2,0.896
center_embedding_single_1,0.303
center_embedding_single_2,0.948
complex_np_island,0.474
coordinate_structure_constrain_object_extraction,0.299
determiner_noun_agreement_1,0.528
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.521
determiner_noun_agreement_adj_2,0.602
ellipsis,0.267
green_ideas,0.506
intransitive,0.477
left_branch_island_simple_question,0.3
matrix_question_npi_licensor_present,0.773
npi_present,0.314
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.664
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.485
principle_A_domain_3,0.478
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.568
recursion_poss_ditransitive_medium,0.6
recursion_poss_ditransitive_short,0.619
recursion_poss_transitive_long,0.702
recursion_poss_transitive_medium,0.788
recursion_poss_transitive_short,0.924
recursion_pp_is_long,0.845
recursion_pp_is_medium,0.683
recursion_pp_is_short,0.462
recursion_pp_verb_long,0.012
recursion_pp_verb_medium,0.213
recursion_pp_verb_short,0.934
sentential_negation_npi_licensor_present,0.863
sentential_negation_npi_scope,0.183
subj_aux_agreement_question_vary_aux,0.515
subj_aux_agreement_question_vary_subj,0.479
subj_aux_vary_subj,0.521
subj_aux_vary_verb,0.451
subj_aux_vary_verb_pp,0.507
subj_aux_vary_verb_rc,0.515
subj_verb_vary_verb,0.391
svo_vos,0.238
swapped_ditransitive_1,0.856
swapped_ditransitive_2,0.652
transitive,0.765
wh_island,0.952
wh_questions_object_gap,0.182
wh_questions_object_gap_long_distance,0.136
wh_questions_subject_gap,0.76
wh_questions_subject_gap_long_distance,0.793
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.268
wh_vs_that_with_gap_long_distance,0.508
