,epoch_6
adjunct_island,0.647
adv_order,0.508
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.443
center_embedding_double_1,0.401
center_embedding_double_2,0.822
center_embedding_single_1,0.308
center_embedding_single_2,0.932
complex_np_island,0.562
coordinate_structure_constrain_object_extraction,0.207
determiner_noun_agreement_1,0.48
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.512
determiner_noun_agreement_adj_2,0.602
ellipsis,0.213
green_ideas,0.428
intransitive,0.49
left_branch_island_simple_question,0.427
matrix_question_npi_licensor_present,0.824
npi_present,0.384
only_npi_licensor_present,0.998
only_npi_scope,0.997
pp_order,0.488
principle_A_c_command,0.463
principle_A_domain_1,1.0
principle_A_domain_2,0.507
principle_A_domain_3,0.502
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.607
recursion_poss_ditransitive_medium,0.628
recursion_poss_ditransitive_short,0.637
recursion_poss_transitive_long,0.88
recursion_poss_transitive_medium,0.932
recursion_poss_transitive_short,0.974
recursion_pp_is_long,0.283
recursion_pp_is_medium,0.151
recursion_pp_is_short,0.086
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.576
sentential_negation_npi_scope,0.313
subj_aux_agreement_question_vary_aux,0.549
subj_aux_agreement_question_vary_subj,0.503
subj_aux_vary_subj,0.527
subj_aux_vary_verb,0.47
subj_aux_vary_verb_pp,0.521
subj_aux_vary_verb_rc,0.519
subj_verb_vary_verb,0.386
svo_vos,0.234
swapped_ditransitive_1,0.761
swapped_ditransitive_2,0.604
transitive,0.748
wh_island,1.0
wh_questions_object_gap,0.439
wh_questions_object_gap_long_distance,0.444
wh_questions_subject_gap,0.882
wh_questions_subject_gap_long_distance,0.887
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.055
wh_vs_that_with_gap_long_distance,0.124
