,epoch_1
adjunct_island,0.792
adv_order,0.964
anaphor_gender_agreement,0.651
anaphor_number_agreement,0.893
center_embedding_double_1,0.337
center_embedding_double_2,0.987
center_embedding_single_1,0.443
center_embedding_single_2,0.975
complex_np_island,0.215
coordinate_structure_constrain_object_extraction,0.63
determiner_noun_agreement_1,0.95
determiner_noun_agreement_2,0.976
determiner_noun_agreement_adj_1,0.909
determiner_noun_agreement_adj_2,0.945
ellipsis,0.64
green_ideas,0.75
intransitive,0.733
left_branch_island_simple_question,0.504
matrix_question_npi_licensor_present,0.156
npi_present,0.614
only_npi_licensor_present,0.78
only_npi_scope,0.649
pp_order,0.738
principle_A_c_command,0.398
principle_A_domain_1,1.0
principle_A_domain_2,0.635
principle_A_domain_3,0.491
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.007
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.084
recursion_poss_ditransitive_long,0.233
recursion_poss_ditransitive_medium,0.334
recursion_poss_ditransitive_short,0.804
recursion_poss_transitive_long,0.992
recursion_poss_transitive_medium,0.996
recursion_poss_transitive_short,0.999
recursion_pp_is_long,0.244
recursion_pp_is_medium,0.406
recursion_pp_is_short,0.74
recursion_pp_verb_long,0.266
recursion_pp_verb_medium,0.357
recursion_pp_verb_short,0.386
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.607
subj_aux_agreement_question_vary_aux,0.795
subj_aux_agreement_question_vary_subj,0.555
subj_aux_vary_subj,0.986
subj_aux_vary_verb,0.917
subj_aux_vary_verb_pp,0.317
subj_aux_vary_verb_rc,0.371
subj_verb_vary_verb,0.798
svo_vos,0.768
swapped_ditransitive_1,0.958
swapped_ditransitive_2,0.816
transitive,0.932
wh_island,0.713
wh_questions_object_gap,0.217
wh_questions_object_gap_long_distance,0.245
wh_questions_subject_gap,0.744
wh_questions_subject_gap_long_distance,0.898
wh_vs_that_no_gap,0.963
wh_vs_that_no_gap_long_distance,0.97
wh_vs_that_with_gap,0.502
wh_vs_that_with_gap_long_distance,0.26
