,epoch_0
adjunct_island,0.423
adv_order,0.5
anaphor_gender_agreement,0.542
anaphor_number_agreement,0.478
center_embedding_double_1,0.534
center_embedding_double_2,0.48
center_embedding_single_1,0.163
center_embedding_single_2,0.699
complex_np_island,0.479
coordinate_structure_constrain_object_extraction,0.376
determiner_noun_agreement_1,0.524
determiner_noun_agreement_2,0.483
determiner_noun_agreement_adj_1,0.477
determiner_noun_agreement_adj_2,0.475
ellipsis,0.229
green_ideas,0.56
intransitive,0.421
left_branch_island_simple_question,0.489
matrix_question_npi_licensor_present,0.545
npi_present,0.458
only_npi_licensor_present,0.999
only_npi_scope,0.936
pp_order,0.42
principle_A_c_command,0.504
principle_A_domain_1,0.629
principle_A_domain_2,0.499
principle_A_domain_3,0.501
recursion_intensifier_adj_long,0.924
recursion_intensifier_adj_medium,0.979
recursion_intensifier_adj_short,0.993
recursion_intensifier_adv_long,0.085
recursion_intensifier_adv_medium,0.018
recursion_intensifier_adv_short,0.008
recursion_poss_ditransitive_long,0.495
recursion_poss_ditransitive_medium,0.529
recursion_poss_ditransitive_short,0.618
recursion_poss_transitive_long,0.566
recursion_poss_transitive_medium,0.477
recursion_poss_transitive_short,0.294
recursion_pp_is_long,0.032
recursion_pp_is_medium,0.079
recursion_pp_is_short,0.405
recursion_pp_verb_long,0.515
recursion_pp_verb_medium,0.737
recursion_pp_verb_short,0.841
sentential_negation_npi_licensor_present,0.699
sentential_negation_npi_scope,0.216
subj_aux_agreement_question_vary_aux,0.509
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.526
subj_aux_vary_verb,0.533
subj_aux_vary_verb_pp,0.467
subj_aux_vary_verb_rc,0.477
subj_verb_vary_verb,0.427
svo_vos,0.443
swapped_ditransitive_1,0.479
swapped_ditransitive_2,0.382
transitive,0.654
wh_island,0.553
wh_questions_object_gap,0.391
wh_questions_object_gap_long_distance,0.401
wh_questions_subject_gap,0.578
wh_questions_subject_gap_long_distance,0.669
wh_vs_that_no_gap,0.712
wh_vs_that_no_gap_long_distance,0.77
wh_vs_that_with_gap,0.707
wh_vs_that_with_gap_long_distance,0.688
