,epoch_1
adjunct_island,0.727
adv_order,0.453
anaphor_gender_agreement,0.508
anaphor_number_agreement,0.44
center_embedding_double_1,0.613
center_embedding_double_2,0.375
center_embedding_single_1,0.891
center_embedding_single_2,0.163
complex_np_island,0.333
coordinate_structure_constrain_object_extraction,0.273
determiner_noun_agreement_1,0.529
determiner_noun_agreement_2,0.475
determiner_noun_agreement_adj_1,0.506
determiner_noun_agreement_adj_2,0.458
ellipsis,0.507
green_ideas,0.427
intransitive,0.329
left_branch_island_simple_question,0.702
matrix_question_npi_licensor_present,0.886
npi_present,0.242
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.436
principle_A_c_command,0.451
principle_A_domain_1,0.513
principle_A_domain_2,0.567
principle_A_domain_3,0.481
recursion_intensifier_adj_long,0.341
recursion_intensifier_adj_medium,0.276
recursion_intensifier_adj_short,0.191
recursion_intensifier_adv_long,0.683
recursion_intensifier_adv_medium,0.732
recursion_intensifier_adv_short,0.811
recursion_poss_ditransitive_long,0.28
recursion_poss_ditransitive_medium,0.277
recursion_poss_ditransitive_short,0.339
recursion_poss_transitive_long,0.106
recursion_poss_transitive_medium,0.093
recursion_poss_transitive_short,0.175
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.008
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.64
sentential_negation_npi_scope,0.247
subj_aux_agreement_question_vary_aux,0.403
subj_aux_agreement_question_vary_subj,0.514
subj_aux_vary_subj,0.488
subj_aux_vary_verb,0.506
subj_aux_vary_verb_pp,0.57
subj_aux_vary_verb_rc,0.525
subj_verb_vary_verb,0.52
svo_vos,0.189
swapped_ditransitive_1,0.462
swapped_ditransitive_2,0.462
transitive,0.546
wh_island,0.446
wh_questions_object_gap,0.375
wh_questions_object_gap_long_distance,0.435
wh_questions_subject_gap,0.758
wh_questions_subject_gap_long_distance,0.836
wh_vs_that_no_gap,0.944
wh_vs_that_no_gap_long_distance,0.973
wh_vs_that_with_gap,0.594
wh_vs_that_with_gap_long_distance,0.614
