,epoch_7
adjunct_island,0.555
adv_order,0.617
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.495
center_embedding_double_1,0.383
center_embedding_double_2,0.896
center_embedding_single_1,0.299
center_embedding_single_2,0.949
complex_np_island,0.479
coordinate_structure_constrain_object_extraction,0.298
determiner_noun_agreement_1,0.526
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.522
determiner_noun_agreement_adj_2,0.602
ellipsis,0.265
green_ideas,0.505
intransitive,0.474
left_branch_island_simple_question,0.306
matrix_question_npi_licensor_present,0.77
npi_present,0.305
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.67
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.484
principle_A_domain_3,0.48
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.564
recursion_poss_ditransitive_medium,0.602
recursion_poss_ditransitive_short,0.621
recursion_poss_transitive_long,0.695
recursion_poss_transitive_medium,0.786
recursion_poss_transitive_short,0.923
recursion_pp_is_long,0.853
recursion_pp_is_medium,0.693
recursion_pp_is_short,0.472
recursion_pp_verb_long,0.009
recursion_pp_verb_medium,0.193
recursion_pp_verb_short,0.925
sentential_negation_npi_licensor_present,0.87
sentential_negation_npi_scope,0.178
subj_aux_agreement_question_vary_aux,0.516
subj_aux_agreement_question_vary_subj,0.48
subj_aux_vary_subj,0.523
subj_aux_vary_verb,0.455
subj_aux_vary_verb_pp,0.509
subj_aux_vary_verb_rc,0.514
subj_verb_vary_verb,0.391
svo_vos,0.236
swapped_ditransitive_1,0.861
swapped_ditransitive_2,0.658
transitive,0.768
wh_island,0.952
wh_questions_object_gap,0.178
wh_questions_object_gap_long_distance,0.134
wh_questions_subject_gap,0.759
wh_questions_subject_gap_long_distance,0.779
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.28
wh_vs_that_with_gap_long_distance,0.515
