,epoch_6
adjunct_island,0.775
adv_order,0.938
anaphor_gender_agreement,0.805
anaphor_number_agreement,0.862
center_embedding_double_1,0.365
center_embedding_double_2,0.939
center_embedding_single_1,0.407
center_embedding_single_2,0.919
complex_np_island,0.273
coordinate_structure_constrain_object_extraction,0.649
determiner_noun_agreement_1,0.972
determiner_noun_agreement_2,0.987
determiner_noun_agreement_adj_1,0.933
determiner_noun_agreement_adj_2,0.959
ellipsis,0.761
green_ideas,0.653
intransitive,0.65
left_branch_island_simple_question,0.769
matrix_question_npi_licensor_present,0.567
npi_present,0.606
only_npi_licensor_present,1.0
only_npi_scope,0.952
pp_order,0.799
principle_A_c_command,0.259
principle_A_domain_1,1.0
principle_A_domain_2,0.801
principle_A_domain_3,0.546
recursion_intensifier_adj_long,0.903
recursion_intensifier_adj_medium,0.99
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.325
recursion_intensifier_adv_medium,0.192
recursion_intensifier_adv_short,0.129
recursion_poss_ditransitive_long,0.455
recursion_poss_ditransitive_medium,0.606
recursion_poss_ditransitive_short,0.878
recursion_poss_transitive_long,1.0
recursion_poss_transitive_medium,1.0
recursion_poss_transitive_short,0.996
recursion_pp_is_long,0.533
recursion_pp_is_medium,0.701
recursion_pp_is_short,0.876
recursion_pp_verb_long,0.369
recursion_pp_verb_medium,0.514
recursion_pp_verb_short,0.717
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.495
subj_aux_agreement_question_vary_aux,0.545
subj_aux_agreement_question_vary_subj,0.612
subj_aux_vary_subj,0.878
subj_aux_vary_verb,0.79
subj_aux_vary_verb_pp,0.432
subj_aux_vary_verb_rc,0.398
subj_verb_vary_verb,0.545
svo_vos,0.648
swapped_ditransitive_1,0.96
swapped_ditransitive_2,0.805
transitive,0.941
wh_island,0.755
wh_questions_object_gap,0.528
wh_questions_object_gap_long_distance,0.512
wh_questions_subject_gap,0.892
wh_questions_subject_gap_long_distance,0.874
wh_vs_that_no_gap,0.988
wh_vs_that_no_gap_long_distance,0.971
wh_vs_that_with_gap,0.434
wh_vs_that_with_gap_long_distance,0.099
