,epoch_1
adjunct_island,0.677
adv_order,0.949
anaphor_gender_agreement,0.511
anaphor_number_agreement,0.846
center_embedding_double_1,0.347
center_embedding_double_2,0.993
center_embedding_single_1,0.441
center_embedding_single_2,0.989
complex_np_island,0.127
coordinate_structure_constrain_object_extraction,0.715
determiner_noun_agreement_1,0.954
determiner_noun_agreement_2,0.99
determiner_noun_agreement_adj_1,0.889
determiner_noun_agreement_adj_2,0.907
ellipsis,0.633
green_ideas,0.663
intransitive,0.694
left_branch_island_simple_question,0.416
matrix_question_npi_licensor_present,0.439
npi_present,0.483
only_npi_licensor_present,0.995
only_npi_scope,0.598
pp_order,0.838
principle_A_c_command,0.373
principle_A_domain_1,1.0
principle_A_domain_2,0.715
principle_A_domain_3,0.485
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.002
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.043
recursion_poss_ditransitive_long,0.314
recursion_poss_ditransitive_medium,0.448
recursion_poss_ditransitive_short,0.786
recursion_poss_transitive_long,1.0
recursion_poss_transitive_medium,1.0
recursion_poss_transitive_short,0.996
recursion_pp_is_long,0.585
recursion_pp_is_medium,0.743
recursion_pp_is_short,0.868
recursion_pp_verb_long,0.124
recursion_pp_verb_medium,0.271
recursion_pp_verb_short,0.735
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.369
subj_aux_agreement_question_vary_aux,0.44
subj_aux_agreement_question_vary_subj,0.59
subj_aux_vary_subj,0.867
subj_aux_vary_verb,0.909
subj_aux_vary_verb_pp,0.194
subj_aux_vary_verb_rc,0.332
subj_verb_vary_verb,0.668
svo_vos,0.751
swapped_ditransitive_1,0.913
swapped_ditransitive_2,0.826
transitive,0.943
wh_island,0.761
wh_questions_object_gap,0.348
wh_questions_object_gap_long_distance,0.373
wh_questions_subject_gap,0.856
wh_questions_subject_gap_long_distance,0.955
wh_vs_that_no_gap,0.956
wh_vs_that_no_gap_long_distance,0.979
wh_vs_that_with_gap,0.341
wh_vs_that_with_gap_long_distance,0.149
