,epoch_7
adjunct_island,0.783
adv_order,0.95
anaphor_gender_agreement,0.836
anaphor_number_agreement,0.85
center_embedding_double_1,0.347
center_embedding_double_2,0.96
center_embedding_single_1,0.451
center_embedding_single_2,0.943
complex_np_island,0.283
coordinate_structure_constrain_object_extraction,0.728
determiner_noun_agreement_1,0.981
determiner_noun_agreement_2,0.993
determiner_noun_agreement_adj_1,0.94
determiner_noun_agreement_adj_2,0.974
ellipsis,0.771
green_ideas,0.667
intransitive,0.649
left_branch_island_simple_question,0.803
matrix_question_npi_licensor_present,0.499
npi_present,0.575
only_npi_licensor_present,0.997
only_npi_scope,0.934
pp_order,0.798
principle_A_c_command,0.264
principle_A_domain_1,1.0
principle_A_domain_2,0.799
principle_A_domain_3,0.56
recursion_intensifier_adj_long,0.952
recursion_intensifier_adj_medium,0.995
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.29
recursion_intensifier_adv_medium,0.172
recursion_intensifier_adv_short,0.097
recursion_poss_ditransitive_long,0.343
recursion_poss_ditransitive_medium,0.596
recursion_poss_ditransitive_short,0.904
recursion_poss_transitive_long,0.999
recursion_poss_transitive_medium,0.999
recursion_poss_transitive_short,0.997
recursion_pp_is_long,0.728
recursion_pp_is_medium,0.851
recursion_pp_is_short,0.931
recursion_pp_verb_long,0.667
recursion_pp_verb_medium,0.732
recursion_pp_verb_short,0.795
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.441
subj_aux_agreement_question_vary_aux,0.591
subj_aux_agreement_question_vary_subj,0.644
subj_aux_vary_subj,0.913
subj_aux_vary_verb,0.821
subj_aux_vary_verb_pp,0.465
subj_aux_vary_verb_rc,0.447
subj_verb_vary_verb,0.585
svo_vos,0.726
swapped_ditransitive_1,0.958
swapped_ditransitive_2,0.826
transitive,0.943
wh_island,0.783
wh_questions_object_gap,0.581
wh_questions_object_gap_long_distance,0.507
wh_questions_subject_gap,0.908
wh_questions_subject_gap_long_distance,0.876
wh_vs_that_no_gap,0.986
wh_vs_that_no_gap_long_distance,0.969
wh_vs_that_with_gap,0.451
wh_vs_that_with_gap_long_distance,0.117
