,epoch_7
adjunct_island_implausible,0.453
adv_order_implausible,0.702
anaphor_gender_agreement_implausible,0.521
anaphor_number_agreement_implausible,0.538
center_embedding_double_1_implausible,0.369
center_embedding_double_2_implausible,0.94
center_embedding_single_1_implausible,0.211
center_embedding_single_2_implausible,0.95
complex_np_island_implausible,0.401
coordinate_structure_constrain_object_extraction_implausible,0.286
determiner_noun_agreement_1_implausible,0.512
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.5
determiner_noun_agreement_adj_2_implausible,0.608
ellipsis_implausible,0.106
green_ideas_implausible,0.394
intransitive_implausible,0.415
left_branch_island_simple_question_implausible,0.451
matrix_question_npi_licensor_present_implausible,0.688
npi_present_implausible,0.48
only_npi_licensor_present_implausible,0.038
only_npi_scope_implausible,0.449
pp_order_implausible,0.621
principle_A_c_command_implausible,0.528
principle_A_domain_1_implausible,0.987
principle_A_domain_2_implausible,0.481
principle_A_domain_3_implausible,0.5
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.555
recursion_poss_ditransitive_medium_implausible,0.577
recursion_poss_ditransitive_short_implausible,0.609
recursion_poss_transitive_long_implausible,0.774
recursion_poss_transitive_medium_implausible,0.81
recursion_poss_transitive_short_implausible,0.871
recursion_pp_is_long_implausible,0.466
recursion_pp_is_medium_implausible,0.437
recursion_pp_is_short_implausible,0.251
recursion_pp_verb_long_implausible,1.0
recursion_pp_verb_medium_implausible,0.999
recursion_pp_verb_short_implausible,0.998
sentential_negation_npi_licensor_present_implausible,0.788
sentential_negation_npi_scope_implausible,0.485
subj_aux_agreement_question_vary_aux_implausible,0.599
subj_aux_agreement_question_vary_subj_implausible,0.483
subj_aux_vary_subj_implausible,0.5
subj_aux_vary_verb_implausible,0.408
subj_aux_vary_verb_pp_implausible,0.5
subj_aux_vary_verb_rc_implausible,0.531
subj_verb_vary_verb_implausible,0.402
svo_vos_implausible,0.329
swapped_ditransitive_1_implausible,1.0
swapped_ditransitive_2_implausible,0.989
transitive_implausible,0.728
wh_island_implausible,0.804
wh_questions_object_gap_implausible,0.644
wh_questions_object_gap_long_distance_implausible,0.672
wh_questions_subject_gap_implausible,0.701
wh_questions_subject_gap_long_distance_implausible,0.661
wh_vs_that_no_gap_implausible,1.0
wh_vs_that_no_gap_long_distance_implausible,1.0
wh_vs_that_with_gap_implausible,0.0
wh_vs_that_with_gap_long_distance_implausible,0.0
