,epoch_6
adjunct_island_implausible,0.448
adv_order_implausible,0.704
anaphor_gender_agreement_implausible,0.516
anaphor_number_agreement_implausible,0.536
center_embedding_double_1_implausible,0.366
center_embedding_double_2_implausible,0.938
center_embedding_single_1_implausible,0.213
center_embedding_single_2_implausible,0.949
complex_np_island_implausible,0.398
coordinate_structure_constrain_object_extraction_implausible,0.291
determiner_noun_agreement_1_implausible,0.506
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.498
determiner_noun_agreement_adj_2_implausible,0.608
ellipsis_implausible,0.095
green_ideas_implausible,0.396
intransitive_implausible,0.422
left_branch_island_simple_question_implausible,0.471
matrix_question_npi_licensor_present_implausible,0.69
npi_present_implausible,0.48
only_npi_licensor_present_implausible,0.031
only_npi_scope_implausible,0.434
pp_order_implausible,0.602
principle_A_c_command_implausible,0.529
principle_A_domain_1_implausible,0.981
principle_A_domain_2_implausible,0.478
principle_A_domain_3_implausible,0.494
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.555
recursion_poss_ditransitive_medium_implausible,0.581
recursion_poss_ditransitive_short_implausible,0.605
recursion_poss_transitive_long_implausible,0.767
recursion_poss_transitive_medium_implausible,0.809
recursion_poss_transitive_short_implausible,0.844
recursion_pp_is_long_implausible,0.485
recursion_pp_is_medium_implausible,0.445
recursion_pp_is_short_implausible,0.25
recursion_pp_verb_long_implausible,1.0
recursion_pp_verb_medium_implausible,0.999
recursion_pp_verb_short_implausible,0.998
sentential_negation_npi_licensor_present_implausible,0.794
sentential_negation_npi_scope_implausible,0.432
subj_aux_agreement_question_vary_aux_implausible,0.605
subj_aux_agreement_question_vary_subj_implausible,0.487
subj_aux_vary_subj_implausible,0.508
subj_aux_vary_verb_implausible,0.41
subj_aux_vary_verb_pp_implausible,0.503
subj_aux_vary_verb_rc_implausible,0.531
subj_verb_vary_verb_implausible,0.403
svo_vos_implausible,0.328
swapped_ditransitive_1_implausible,1.0
swapped_ditransitive_2_implausible,0.984
transitive_implausible,0.719
wh_island_implausible,0.769
wh_questions_object_gap_implausible,0.661
wh_questions_object_gap_long_distance_implausible,0.69
wh_questions_subject_gap_implausible,0.68
wh_questions_subject_gap_long_distance_implausible,0.648
wh_vs_that_no_gap_implausible,1.0
wh_vs_that_no_gap_long_distance_implausible,1.0
wh_vs_that_with_gap_implausible,0.0
wh_vs_that_with_gap_long_distance_implausible,0.0
