,epoch_3
adjunct_island_implausible,0.478
adv_order_implausible,0.533
anaphor_gender_agreement_implausible,0.522
anaphor_number_agreement_implausible,0.591
center_embedding_double_1_implausible,0.344
center_embedding_double_2_implausible,0.9
center_embedding_single_1_implausible,0.232
center_embedding_single_2_implausible,0.928
complex_np_island_implausible,0.436
coordinate_structure_constrain_object_extraction_implausible,0.336
determiner_noun_agreement_1_implausible,0.522
determiner_noun_agreement_2_implausible,0.5
determiner_noun_agreement_adj_1_implausible,0.497
determiner_noun_agreement_adj_2_implausible,0.515
ellipsis_implausible,0.354
green_ideas_implausible,0.348
intransitive_implausible,0.571
left_branch_island_simple_question_implausible,0.561
matrix_question_npi_licensor_present_implausible,0.462
npi_present_implausible,0.588
only_npi_licensor_present_implausible,0.644
only_npi_scope_implausible,0.818
pp_order_implausible,0.508
principle_A_c_command_implausible,0.553
principle_A_domain_1_implausible,0.875
principle_A_domain_2_implausible,0.502
principle_A_domain_3_implausible,0.509
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.601
recursion_poss_ditransitive_medium_implausible,0.627
recursion_poss_ditransitive_short_implausible,0.623
recursion_poss_transitive_long_implausible,0.874
recursion_poss_transitive_medium_implausible,0.868
recursion_poss_transitive_short_implausible,0.847
recursion_pp_is_long_implausible,0.496
recursion_pp_is_medium_implausible,0.29
recursion_pp_is_short_implausible,0.093
recursion_pp_verb_long_implausible,0.0
recursion_pp_verb_medium_implausible,0.0
recursion_pp_verb_short_implausible,0.245
sentential_negation_npi_licensor_present_implausible,0.285
sentential_negation_npi_scope_implausible,0.796
subj_aux_agreement_question_vary_aux_implausible,0.592
subj_aux_agreement_question_vary_subj_implausible,0.497
subj_aux_vary_subj_implausible,0.528
subj_aux_vary_verb_implausible,0.496
subj_aux_vary_verb_pp_implausible,0.546
subj_aux_vary_verb_rc_implausible,0.512
subj_verb_vary_verb_implausible,0.445
svo_vos_implausible,0.281
swapped_ditransitive_1_implausible,0.873
swapped_ditransitive_2_implausible,0.881
transitive_implausible,0.597
wh_island_implausible,0.939
wh_questions_object_gap_implausible,0.537
wh_questions_object_gap_long_distance_implausible,0.506
wh_questions_subject_gap_implausible,0.786
wh_questions_subject_gap_long_distance_implausible,0.858
wh_vs_that_no_gap_implausible,0.994
wh_vs_that_no_gap_long_distance_implausible,0.976
wh_vs_that_with_gap_implausible,0.234
wh_vs_that_with_gap_long_distance_implausible,0.398
