,epoch_3
adjunct_island_implausible,0.612
adv_order_implausible,0.414
anaphor_gender_agreement_implausible,0.518
anaphor_number_agreement_implausible,0.439
center_embedding_double_1_implausible,0.468
center_embedding_double_2_implausible,0.683
center_embedding_single_1_implausible,0.277
center_embedding_single_2_implausible,0.874
complex_np_island_implausible,0.454
coordinate_structure_constrain_object_extraction_implausible,0.124
determiner_noun_agreement_1_implausible,0.53
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.473
determiner_noun_agreement_adj_2_implausible,0.609
ellipsis_implausible,0.188
green_ideas_implausible,0.417
intransitive_implausible,0.362
left_branch_island_simple_question_implausible,0.583
matrix_question_npi_licensor_present_implausible,0.915
npi_present_implausible,0.046
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,1.0
pp_order_implausible,0.292
principle_A_c_command_implausible,0.449
principle_A_domain_1_implausible,1.0
principle_A_domain_2_implausible,0.477
principle_A_domain_3_implausible,0.506
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.55
recursion_poss_ditransitive_medium_implausible,0.592
recursion_poss_ditransitive_short_implausible,0.548
recursion_poss_transitive_long_implausible,0.585
recursion_poss_transitive_medium_implausible,0.636
recursion_poss_transitive_short_implausible,0.751
recursion_pp_is_long_implausible,0.039
recursion_pp_is_medium_implausible,0.044
recursion_pp_is_short_implausible,0.158
recursion_pp_verb_long_implausible,0.109
recursion_pp_verb_medium_implausible,0.435
recursion_pp_verb_short_implausible,0.959
sentential_negation_npi_licensor_present_implausible,0.609
sentential_negation_npi_scope_implausible,0.226
subj_aux_agreement_question_vary_aux_implausible,0.498
subj_aux_agreement_question_vary_subj_implausible,0.503
subj_aux_vary_subj_implausible,0.492
subj_aux_vary_verb_implausible,0.522
subj_aux_vary_verb_pp_implausible,0.497
subj_aux_vary_verb_rc_implausible,0.491
subj_verb_vary_verb_implausible,0.46
svo_vos_implausible,0.183
swapped_ditransitive_1_implausible,0.823
swapped_ditransitive_2_implausible,0.644
transitive_implausible,0.746
wh_island_implausible,0.981
wh_questions_object_gap_implausible,0.39
wh_questions_object_gap_long_distance_implausible,0.361
wh_questions_subject_gap_implausible,0.712
wh_questions_subject_gap_long_distance_implausible,0.724
wh_vs_that_no_gap_implausible,0.991
wh_vs_that_no_gap_long_distance_implausible,0.972
wh_vs_that_with_gap_implausible,0.445
wh_vs_that_with_gap_long_distance_implausible,0.535
