,epoch_1
adjunct_island_implausible,0.673
adv_order_implausible,0.525
anaphor_gender_agreement_implausible,0.483
anaphor_number_agreement_implausible,0.456
center_embedding_double_1_implausible,0.664
center_embedding_double_2_implausible,0.389
center_embedding_single_1_implausible,0.475
center_embedding_single_2_implausible,0.517
complex_np_island_implausible,0.336
coordinate_structure_constrain_object_extraction_implausible,0.508
determiner_noun_agreement_1_implausible,0.495
determiner_noun_agreement_2_implausible,0.542
determiner_noun_agreement_adj_1_implausible,0.486
determiner_noun_agreement_adj_2_implausible,0.556
ellipsis_implausible,0.633
green_ideas_implausible,0.454
intransitive_implausible,0.627
left_branch_island_simple_question_implausible,0.604
matrix_question_npi_licensor_present_implausible,0.601
npi_present_implausible,0.974
only_npi_licensor_present_implausible,0.0
only_npi_scope_implausible,0.004
pp_order_implausible,0.366
principle_A_c_command_implausible,0.443
principle_A_domain_1_implausible,0.592
principle_A_domain_2_implausible,0.532
principle_A_domain_3_implausible,0.508
recursion_intensifier_adj_long_implausible,0.221
recursion_intensifier_adj_medium_implausible,0.206
recursion_intensifier_adj_short_implausible,0.24
recursion_intensifier_adv_long_implausible,0.783
recursion_intensifier_adv_medium_implausible,0.78
recursion_intensifier_adv_short_implausible,0.747
recursion_poss_ditransitive_long_implausible,0.496
recursion_poss_ditransitive_medium_implausible,0.509
recursion_poss_ditransitive_short_implausible,0.486
recursion_poss_transitive_long_implausible,0.045
recursion_poss_transitive_medium_implausible,0.092
recursion_poss_transitive_short_implausible,0.216
recursion_pp_is_long_implausible,0.513
recursion_pp_is_medium_implausible,0.468
recursion_pp_is_short_implausible,0.347
recursion_pp_verb_long_implausible,0.938
recursion_pp_verb_medium_implausible,0.811
recursion_pp_verb_short_implausible,0.43
sentential_negation_npi_licensor_present_implausible,0.975
sentential_negation_npi_scope_implausible,0.075
subj_aux_agreement_question_vary_aux_implausible,0.468
subj_aux_agreement_question_vary_subj_implausible,0.471
subj_aux_vary_subj_implausible,0.517
subj_aux_vary_verb_implausible,0.508
subj_aux_vary_verb_pp_implausible,0.496
subj_aux_vary_verb_rc_implausible,0.496
subj_verb_vary_verb_implausible,0.511
svo_vos_implausible,0.369
swapped_ditransitive_1_implausible,0.447
swapped_ditransitive_2_implausible,0.451
transitive_implausible,0.408
wh_island_implausible,0.715
wh_questions_object_gap_implausible,0.647
wh_questions_object_gap_long_distance_implausible,0.612
wh_questions_subject_gap_implausible,0.86
wh_questions_subject_gap_long_distance_implausible,0.878
wh_vs_that_no_gap_implausible,0.698
wh_vs_that_no_gap_long_distance_implausible,0.555
wh_vs_that_with_gap_implausible,0.411
wh_vs_that_with_gap_long_distance_implausible,0.559
