,epoch_2
adjunct_island_implausible,0.765
adv_order_implausible,0.506
anaphor_gender_agreement_implausible,0.521
anaphor_number_agreement_implausible,0.469
center_embedding_double_1_implausible,0.339
center_embedding_double_2_implausible,0.77
center_embedding_single_1_implausible,0.9
center_embedding_single_2_implausible,0.562
complex_np_island_implausible,0.471
coordinate_structure_constrain_object_extraction_implausible,0.279
determiner_noun_agreement_1_implausible,0.494
determiner_noun_agreement_2_implausible,0.568
determiner_noun_agreement_adj_1_implausible,0.492
determiner_noun_agreement_adj_2_implausible,0.601
ellipsis_implausible,0.441
green_ideas_implausible,0.346
intransitive_implausible,0.467
left_branch_island_simple_question_implausible,0.478
matrix_question_npi_licensor_present_implausible,0.569
npi_present_implausible,0.785
only_npi_licensor_present_implausible,0.0
only_npi_scope_implausible,0.02
pp_order_implausible,0.685
principle_A_c_command_implausible,0.428
principle_A_domain_1_implausible,0.719
principle_A_domain_2_implausible,0.528
principle_A_domain_3_implausible,0.487
recursion_intensifier_adj_long_implausible,0.191
recursion_intensifier_adj_medium_implausible,0.294
recursion_intensifier_adj_short_implausible,0.423
recursion_intensifier_adv_long_implausible,0.779
recursion_intensifier_adv_medium_implausible,0.71
recursion_intensifier_adv_short_implausible,0.584
recursion_poss_ditransitive_long_implausible,0.409
recursion_poss_ditransitive_medium_implausible,0.399
recursion_poss_ditransitive_short_implausible,0.43
recursion_poss_transitive_long_implausible,0.155
recursion_poss_transitive_medium_implausible,0.172
recursion_poss_transitive_short_implausible,0.27
recursion_pp_is_long_implausible,1.0
recursion_pp_is_medium_implausible,0.944
recursion_pp_is_short_implausible,0.956
recursion_pp_verb_long_implausible,0.836
recursion_pp_verb_medium_implausible,0.784
recursion_pp_verb_short_implausible,0.714
sentential_negation_npi_licensor_present_implausible,1.0
sentential_negation_npi_scope_implausible,0.018
subj_aux_agreement_question_vary_aux_implausible,0.551
subj_aux_agreement_question_vary_subj_implausible,0.491
subj_aux_vary_subj_implausible,0.501
subj_aux_vary_verb_implausible,0.403
subj_aux_vary_verb_pp_implausible,0.561
subj_aux_vary_verb_rc_implausible,0.52
subj_verb_vary_verb_implausible,0.478
svo_vos_implausible,0.266
swapped_ditransitive_1_implausible,0.637
swapped_ditransitive_2_implausible,0.66
transitive_implausible,0.569
wh_island_implausible,0.927
wh_questions_object_gap_implausible,0.78
wh_questions_object_gap_long_distance_implausible,0.762
wh_questions_subject_gap_implausible,0.786
wh_questions_subject_gap_long_distance_implausible,0.856
wh_vs_that_no_gap_implausible,1.0
wh_vs_that_no_gap_long_distance_implausible,1.0
wh_vs_that_with_gap_implausible,0.006
wh_vs_that_with_gap_long_distance_implausible,0.02
