,epoch_1
adjunct_island_implausible,0.46
adv_order_implausible,0.474
anaphor_gender_agreement_implausible,0.501
anaphor_number_agreement_implausible,0.436
center_embedding_double_1_implausible,0.382
center_embedding_double_2_implausible,0.57
center_embedding_single_1_implausible,0.14
center_embedding_single_2_implausible,0.721
complex_np_island_implausible,0.518
coordinate_structure_constrain_object_extraction_implausible,0.521
determiner_noun_agreement_1_implausible,0.501
determiner_noun_agreement_2_implausible,0.512
determiner_noun_agreement_adj_1_implausible,0.5
determiner_noun_agreement_adj_2_implausible,0.508
ellipsis_implausible,0.524
green_ideas_implausible,0.386
intransitive_implausible,0.561
left_branch_island_simple_question_implausible,0.583
matrix_question_npi_licensor_present_implausible,0.661
npi_present_implausible,0.378
only_npi_licensor_present_implausible,0.936
only_npi_scope_implausible,0.576
pp_order_implausible,0.384
principle_A_c_command_implausible,0.423
principle_A_domain_1_implausible,0.565
principle_A_domain_2_implausible,0.514
principle_A_domain_3_implausible,0.512
recursion_intensifier_adj_long_implausible,0.812
recursion_intensifier_adj_medium_implausible,0.901
recursion_intensifier_adj_short_implausible,0.928
recursion_intensifier_adv_long_implausible,0.195
recursion_intensifier_adv_medium_implausible,0.115
recursion_intensifier_adv_short_implausible,0.073
recursion_poss_ditransitive_long_implausible,0.663
recursion_poss_ditransitive_medium_implausible,0.626
recursion_poss_ditransitive_short_implausible,0.569
recursion_poss_transitive_long_implausible,0.389
recursion_poss_transitive_medium_implausible,0.545
recursion_poss_transitive_short_implausible,0.629
recursion_pp_is_long_implausible,0.524
recursion_pp_is_medium_implausible,0.264
recursion_pp_is_short_implausible,0.232
recursion_pp_verb_long_implausible,0.0
recursion_pp_verb_medium_implausible,0.0
recursion_pp_verb_short_implausible,0.004
sentential_negation_npi_licensor_present_implausible,0.039
sentential_negation_npi_scope_implausible,0.689
subj_aux_agreement_question_vary_aux_implausible,0.455
subj_aux_agreement_question_vary_subj_implausible,0.492
subj_aux_vary_subj_implausible,0.505
subj_aux_vary_verb_implausible,0.498
subj_aux_vary_verb_pp_implausible,0.569
subj_aux_vary_verb_rc_implausible,0.544
subj_verb_vary_verb_implausible,0.651
svo_vos_implausible,0.352
swapped_ditransitive_1_implausible,0.704
swapped_ditransitive_2_implausible,0.698
transitive_implausible,0.434
wh_island_implausible,0.272
wh_questions_object_gap_implausible,0.505
wh_questions_object_gap_long_distance_implausible,0.444
wh_questions_subject_gap_implausible,0.369
wh_questions_subject_gap_long_distance_implausible,0.377
wh_vs_that_no_gap_implausible,0.573
wh_vs_that_no_gap_long_distance_implausible,0.335
wh_vs_that_with_gap_implausible,0.417
wh_vs_that_with_gap_long_distance_implausible,0.735
