,epoch_1
adjunct_island_implausible,0.448
adv_order_implausible,0.554
anaphor_gender_agreement_implausible,0.49
anaphor_number_agreement_implausible,0.533
center_embedding_double_1_implausible,0.33
center_embedding_double_2_implausible,0.773
center_embedding_single_1_implausible,0.206
center_embedding_single_2_implausible,0.939
complex_np_island_implausible,0.347
coordinate_structure_constrain_object_extraction_implausible,0.405
determiner_noun_agreement_1_implausible,0.495
determiner_noun_agreement_2_implausible,0.557
determiner_noun_agreement_adj_1_implausible,0.493
determiner_noun_agreement_adj_2_implausible,0.541
ellipsis_implausible,0.232
green_ideas_implausible,0.374
intransitive_implausible,0.446
left_branch_island_simple_question_implausible,0.346
matrix_question_npi_licensor_present_implausible,0.521
npi_present_implausible,0.356
only_npi_licensor_present_implausible,0.0
only_npi_scope_implausible,0.293
pp_order_implausible,0.659
principle_A_c_command_implausible,0.558
principle_A_domain_1_implausible,0.373
principle_A_domain_2_implausible,0.467
principle_A_domain_3_implausible,0.493
recursion_intensifier_adj_long_implausible,0.741
recursion_intensifier_adj_medium_implausible,0.786
recursion_intensifier_adj_short_implausible,0.898
recursion_intensifier_adv_long_implausible,0.267
recursion_intensifier_adv_medium_implausible,0.212
recursion_intensifier_adv_short_implausible,0.085
recursion_poss_ditransitive_long_implausible,0.574
recursion_poss_ditransitive_medium_implausible,0.606
recursion_poss_ditransitive_short_implausible,0.616
recursion_poss_transitive_long_implausible,0.595
recursion_poss_transitive_medium_implausible,0.659
recursion_poss_transitive_short_implausible,0.701
recursion_pp_is_long_implausible,0.526
recursion_pp_is_medium_implausible,0.523
recursion_pp_is_short_implausible,0.512
recursion_pp_verb_long_implausible,1.0
recursion_pp_verb_medium_implausible,0.987
recursion_pp_verb_short_implausible,0.859
sentential_negation_npi_licensor_present_implausible,0.482
sentential_negation_npi_scope_implausible,0.412
subj_aux_agreement_question_vary_aux_implausible,0.482
subj_aux_agreement_question_vary_subj_implausible,0.481
subj_aux_vary_subj_implausible,0.524
subj_aux_vary_verb_implausible,0.403
subj_aux_vary_verb_pp_implausible,0.538
subj_aux_vary_verb_rc_implausible,0.492
subj_verb_vary_verb_implausible,0.431
svo_vos_implausible,0.362
swapped_ditransitive_1_implausible,0.76
swapped_ditransitive_2_implausible,0.728
transitive_implausible,0.672
wh_island_implausible,0.224
wh_questions_object_gap_implausible,0.807
wh_questions_object_gap_long_distance_implausible,0.842
wh_questions_subject_gap_implausible,0.791
wh_questions_subject_gap_long_distance_implausible,0.667
wh_vs_that_no_gap_implausible,0.999
wh_vs_that_no_gap_long_distance_implausible,0.999
wh_vs_that_with_gap_implausible,0.0
wh_vs_that_with_gap_long_distance_implausible,0.0
