,epoch_5
adjunct_island_implausible,0.592
adv_order_implausible,0.519
anaphor_gender_agreement_implausible,0.522
anaphor_number_agreement_implausible,0.465
center_embedding_double_1_implausible,0.391
center_embedding_double_2_implausible,0.842
center_embedding_single_1_implausible,0.293
center_embedding_single_2_implausible,0.917
complex_np_island_implausible,0.583
coordinate_structure_constrain_object_extraction_implausible,0.061
determiner_noun_agreement_1_implausible,0.529
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.478
determiner_noun_agreement_adj_2_implausible,0.608
ellipsis_implausible,0.184
green_ideas_implausible,0.357
intransitive_implausible,0.454
left_branch_island_simple_question_implausible,0.476
matrix_question_npi_licensor_present_implausible,0.816
npi_present_implausible,0.321
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,0.981
pp_order_implausible,0.348
principle_A_c_command_implausible,0.443
principle_A_domain_1_implausible,1.0
principle_A_domain_2_implausible,0.503
principle_A_domain_3_implausible,0.5
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.634
recursion_poss_ditransitive_medium_implausible,0.684
recursion_poss_ditransitive_short_implausible,0.634
recursion_poss_transitive_long_implausible,0.857
recursion_poss_transitive_medium_implausible,0.884
recursion_poss_transitive_short_implausible,0.966
recursion_pp_is_long_implausible,0.127
recursion_pp_is_medium_implausible,0.082
recursion_pp_is_short_implausible,0.075
recursion_pp_verb_long_implausible,1.0
recursion_pp_verb_medium_implausible,1.0
recursion_pp_verb_short_implausible,1.0
sentential_negation_npi_licensor_present_implausible,0.565
sentential_negation_npi_scope_implausible,0.332
subj_aux_agreement_question_vary_aux_implausible,0.527
subj_aux_agreement_question_vary_subj_implausible,0.495
subj_aux_vary_subj_implausible,0.516
subj_aux_vary_verb_implausible,0.478
subj_aux_vary_verb_pp_implausible,0.543
subj_aux_vary_verb_rc_implausible,0.504
subj_verb_vary_verb_implausible,0.416
svo_vos_implausible,0.253
swapped_ditransitive_1_implausible,0.969
swapped_ditransitive_2_implausible,0.852
transitive_implausible,0.737
wh_island_implausible,1.0
wh_questions_object_gap_implausible,0.521
wh_questions_object_gap_long_distance_implausible,0.542
wh_questions_subject_gap_implausible,0.853
wh_questions_subject_gap_long_distance_implausible,0.831
wh_vs_that_no_gap_implausible,1.0
wh_vs_that_no_gap_long_distance_implausible,1.0
wh_vs_that_with_gap_implausible,0.119
wh_vs_that_with_gap_long_distance_implausible,0.202
