,epoch_3
adjunct_island_implausible,0.677
adv_order_implausible,0.62
anaphor_gender_agreement_implausible,0.513
anaphor_number_agreement_implausible,0.428
center_embedding_double_1_implausible,0.431
center_embedding_double_2_implausible,0.832
center_embedding_single_1_implausible,0.306
center_embedding_single_2_implausible,0.886
complex_np_island_implausible,0.418
coordinate_structure_constrain_object_extraction_implausible,0.351
determiner_noun_agreement_1_implausible,0.503
determiner_noun_agreement_2_implausible,0.578
determiner_noun_agreement_adj_1_implausible,0.474
determiner_noun_agreement_adj_2_implausible,0.61
ellipsis_implausible,0.566
green_ideas_implausible,0.413
intransitive_implausible,0.567
left_branch_island_simple_question_implausible,0.786
matrix_question_npi_licensor_present_implausible,0.532
npi_present_implausible,0.56
only_npi_licensor_present_implausible,0.0
only_npi_scope_implausible,0.0
pp_order_implausible,0.32
principle_A_c_command_implausible,0.578
principle_A_domain_1_implausible,0.936
principle_A_domain_2_implausible,0.473
principle_A_domain_3_implausible,0.478
recursion_intensifier_adj_long_implausible,0.931
recursion_intensifier_adj_medium_implausible,0.958
recursion_intensifier_adj_short_implausible,0.988
recursion_intensifier_adv_long_implausible,0.081
recursion_intensifier_adv_medium_implausible,0.046
recursion_intensifier_adv_short_implausible,0.008
recursion_poss_ditransitive_long_implausible,0.636
recursion_poss_ditransitive_medium_implausible,0.681
recursion_poss_ditransitive_short_implausible,0.645
recursion_poss_transitive_long_implausible,0.19
recursion_poss_transitive_medium_implausible,0.45
recursion_poss_transitive_short_implausible,0.646
recursion_pp_is_long_implausible,0.576
recursion_pp_is_medium_implausible,0.418
recursion_pp_is_short_implausible,0.186
recursion_pp_verb_long_implausible,0.738
recursion_pp_verb_medium_implausible,0.617
recursion_pp_verb_short_implausible,0.512
sentential_negation_npi_licensor_present_implausible,0.596
sentential_negation_npi_scope_implausible,0.168
subj_aux_agreement_question_vary_aux_implausible,0.494
subj_aux_agreement_question_vary_subj_implausible,0.475
subj_aux_vary_subj_implausible,0.517
subj_aux_vary_verb_implausible,0.429
subj_aux_vary_verb_pp_implausible,0.547
subj_aux_vary_verb_rc_implausible,0.521
subj_verb_vary_verb_implausible,0.376
svo_vos_implausible,0.479
swapped_ditransitive_1_implausible,0.675
swapped_ditransitive_2_implausible,0.532
transitive_implausible,0.625
wh_island_implausible,0.645
wh_questions_object_gap_implausible,0.795
wh_questions_object_gap_long_distance_implausible,0.773
wh_questions_subject_gap_implausible,0.713
wh_questions_subject_gap_long_distance_implausible,0.685
wh_vs_that_no_gap_implausible,0.987
wh_vs_that_no_gap_long_distance_implausible,0.965
wh_vs_that_with_gap_implausible,0.0
wh_vs_that_with_gap_long_distance_implausible,0.009
